author,authorLabel,genderLabel,orcid
https://database.factgrid.de/entity/Q397712,Hannah Busch,Weibliches Geschlecht,0000-0002-3491-8202
https://database.factgrid.de/entity/Q396630,Anna Busch,Weibliches Geschlecht,0000-0002-3491-8202
https://database.factgrid.de/entity/Q989525,Andreas Christ,Männliches Geschlecht,0000-0002-3591-2355
https://database.factgrid.de/entity/Q397868,Heike Neuroth,Weibliches Geschlecht,0000-0002-3637-3154
https://database.factgrid.de/entity/Q989538,Christoph Steindl,Männliches Geschlecht,0000-0002-3651-8114
https://database.factgrid.de/entity/Q396745,Michael Vauth,Männliches Geschlecht,0000-0002-3668-6273
https://database.factgrid.de/entity/Q398956,Uwe Kretschmer,Männliches Geschlecht,0000-0002-3685-6519
https://database.factgrid.de/entity/Q396674,Thora Hagen,Weibliches Geschlecht,0000-0002-3731-6397
https://database.factgrid.de/entity/Q77192,Bart Soethaert,Männliches Geschlecht,0000-0002-3845-605X
https://database.factgrid.de/entity/Q396606,Melanie Andresen,Weibliches Geschlecht,0000-0002-3913-1273
https://database.factgrid.de/entity/Q1380345,Nicole Eichenberger,Weibliches Geschlecht,0000-0002-3941-9461
https://database.factgrid.de/entity/Q1380445,Mark Schwindt,Männliches Geschlecht,0000-0002-4337-2467
https://database.factgrid.de/entity/Q396704,Moritz Steffes,Männliches Geschlecht,0000-0002-4355-3209
https://database.factgrid.de/entity/Q424911,Haimo Stiemer,Männliches Geschlecht,0000-0002-4407-2415
https://database.factgrid.de/entity/Q989345,Stefan Scherbaum,Männliches Geschlecht,0000-0002-4408-6016
https://database.factgrid.de/entity/Q398486,Celia Krause,Weibliches Geschlecht,0000-0002-4448-230X
https://database.factgrid.de/entity/Q396648,Christof Schöch,Männliches Geschlecht,0000-0002-4557-2753
https://database.factgrid.de/entity/Q1380192,Xenia Monika Kudela,Weibliches Geschlecht,0000-0002-4582-0542
https://database.factgrid.de/entity/Q989346,Hans Ole Hatzel,Männliches Geschlecht,0000-0002-4586-7260
https://database.factgrid.de/entity/Q396625,Anne Baillot,Weibliches Geschlecht,0000-0002-4593-059X
https://database.factgrid.de/entity/Q396734,Sarah Lang,Weibliches Geschlecht,0000-0002-4618-9481
https://database.factgrid.de/entity/Q396393,Arnošt Štanzel,Männliches Geschlecht,0000-0002-4686-8185
https://database.factgrid.de/entity/Q1380245,Lina Rodenhausen,Weibliches Geschlecht,0000-0002-4709-082X
https://database.factgrid.de/entity/Q396600,Michael Achmann,Männliches Geschlecht,0000-0002-4754-7842
https://database.factgrid.de/entity/Q396548,Stefan Reiners-Selbach,Männliches Geschlecht,0000-0002-4763-4348
https://database.factgrid.de/entity/Q1380247,Lisa Rosendahl,Weibliches Geschlecht,0000-0002-4826-4553
https://database.factgrid.de/entity/Q398204,Christopher Pollin,Männliches Geschlecht,0000-0002-4879-129X
https://database.factgrid.de/entity/Q989347,Julianne Nyhan,Weibliches Geschlecht,0000-0002-4998-1757
https://database.factgrid.de/entity/Q1380388,Ralf Krestel,Männliches Geschlecht,0000-0002-5036-8589
https://database.factgrid.de/entity/Q23626,Harald Lordick,Männliches Geschlecht,0000-0002-5070-4263
https://database.factgrid.de/entity/Q989468,Jonatan Steller,Männliches Geschlecht,0000-0002-5101-5275
https://database.factgrid.de/entity/Q1380302,Sean Winslow,Männliches Geschlecht,0000-0002-5114-0594
https://database.factgrid.de/entity/Q1380122,Theodore Beers,Männliches Geschlecht,0000-0002-5129-5748
https://database.factgrid.de/entity/Q396742,Florian Windhager,Männliches Geschlecht,0000-0002-5170-2243
https://database.factgrid.de/entity/Q396774,Lozana Rossenova,Weibliches Geschlecht,0000-0002-5190-1867
https://database.factgrid.de/entity/Q396656,Edward Gray,Männliches Geschlecht,0000-0002-5201-1014
https://database.factgrid.de/entity/Q396777,Werner Scheltjens,Männliches Geschlecht,0000-0002-5209-9052
https://database.factgrid.de/entity/Q396688,J. Berenike Herrmann,Weibliches Geschlecht,0000-0002-5256-0566
https://database.factgrid.de/entity/Q1380134,Matthias Buschmeier,Männliches Geschlecht,0000-0002-5264-2545
https://database.factgrid.de/entity/Q396641,Matej Ďurčo,Männliches Geschlecht,0000-0002-5274-8278
https://database.factgrid.de/entity/Q1380146,Claudia Frick,Weibliches Geschlecht,0000-0002-5291-4301
https://database.factgrid.de/entity/Q396431,Swantje Dogunke,Weibliches Geschlecht,0000-0002-5293-7044
https://database.factgrid.de/entity/Q1352424,Angela Huang,Weibliches Geschlecht,0000-0002-5321-9888
https://database.factgrid.de/entity/Q396805,Erzsébet Tóth-Czifra,Weibliches Geschlecht,0000-0002-5350-067X
https://database.factgrid.de/entity/Q1380422,Achim Rabus,Männliches Geschlecht,0000-0002-5366-1430
https://database.factgrid.de/entity/Q1380268,Mark Spoerer,Männliches Geschlecht,0000-0002-5549-6512
https://database.factgrid.de/entity/Q1380405,Felix Klaus Maier,Männliches Geschlecht,0000-0002-5578-723X
https://database.factgrid.de/entity/Q1380158,Marc Grellert,Männliches Geschlecht,0000-0002-5587-902X
https://database.factgrid.de/entity/Q1380396,Erik Körner,Männliches Geschlecht,0000-0002-5639-6177
https://database.factgrid.de/entity/Q536543,Till Grallert,Männliches Geschlecht,0000-0002-5739-8094
https://database.factgrid.de/entity/Q396586,Hanna Varachkina,Weibliches Geschlecht,0000-0002-5832-3983
https://database.factgrid.de/entity/Q1380328,Patrick Daniel Brookshire,Männliches Geschlecht,0000-0002-5843-7577
https://database.factgrid.de/entity/Q397772,Nils Geißler,Männliches Geschlecht,0000-0002-5852-1402
https://database.factgrid.de/entity/Q397999,Caroline Sporleder,Weibliches Geschlecht,0000-0002-5912-7028
https://database.factgrid.de/entity/Q1380175,Thomas Jurczyk,Männliches Geschlecht,0000-0002-5943-2305
https://database.factgrid.de/entity/Q255071,Maret Nieländer,Weibliches Geschlecht,0000-0002-5972-6362
https://database.factgrid.de/entity/Q396655,Laure Barbot,Weibliches Geschlecht,0000-0002-6008-7959
https://database.factgrid.de/entity/Q396480,Sara Tiefenbacher,Weibliches Geschlecht,0000-0002-6300-4805
https://database.factgrid.de/entity/Q1380324,Dominic Berse,Männliches Geschlecht,0000-0002-6307-8556
https://database.factgrid.de/entity/Q1380117,Fernanda Alvares Freire,Weibliches Geschlecht,0000-0002-6414-5212
https://database.factgrid.de/entity/Q1380360,Folke Gernert,Männliches Geschlecht,0000-0002-6424-0711
https://database.factgrid.de/entity/Q635880,Felix Köther,Männliches Geschlecht,0000-0002-6432-1431
https://database.factgrid.de/entity/Q989349,Elisa Cugliana,Weibliches Geschlecht,0000-0002-6460-2954
https://database.factgrid.de/entity/Q396611,Benjamin Fiechter,Männliches Geschlecht,0000-0002-6478-5260
https://database.factgrid.de/entity/Q396565,Matthias Springstein,Männliches Geschlecht,0000-0002-6509-8534
https://database.factgrid.de/entity/Q499243,Yannik Herbst,Männliches Geschlecht,0000-0002-6547-9599
https://database.factgrid.de/entity/Q397546,Dominik Kasper,Männliches Geschlecht,0000-0002-6587-381X
https://database.factgrid.de/entity/Q989351,Vandana Jha,Weibliches Geschlecht,0000-0002-6629-0042
https://database.factgrid.de/entity/Q397638,Christian Steiner,Männliches Geschlecht,0000-0002-6658-4622
https://database.factgrid.de/entity/Q396657,Wladimir Fischer-Nebmaier,Männliches Geschlecht,0000-0002-6725-9012
https://database.factgrid.de/entity/Q396759,Zoltan Kacsuk,Männliches Geschlecht,0000-0002-6733-3294
https://database.factgrid.de/entity/Q396781,Philipp Schneider,Männliches Geschlecht,0000-0002-6743-8600
https://database.factgrid.de/entity/Q396779,Thomas Scherer,Männliches Geschlecht,0000-0002-6746-2803
https://database.factgrid.de/entity/Q396754,Torsten Hiltmann,Männliches Geschlecht,0000-0002-6757-6210
https://database.factgrid.de/entity/Q1380222,Eric Müller-Budack,Männliches Geschlecht,0000-0002-6802-1241
https://database.factgrid.de/entity/Q1380200,Marina Lehmann,Weibliches Geschlecht,0000-0002-6818-6169
https://database.factgrid.de/entity/Q396663,Stefan Dumont,Männliches Geschlecht,0000-0002-6923-0950
https://database.factgrid.de/entity/Q1380261,Jascha Merijn Schmitz,Männliches Geschlecht,0000-0002-6971-6758
https://database.factgrid.de/entity/Q989352,Jascha Schmitz,Männliches Geschlecht,0000-0002-6971-6758
https://database.factgrid.de/entity/Q1380357,Andreas Geißner,Männliches Geschlecht,0000-0002-6996-4671
https://database.factgrid.de/entity/Q989353,Patrick Troglauer,Männliches Geschlecht,0000-0002-7045-6877
https://database.factgrid.de/entity/Q147710,Christian Popp,Männliches Geschlecht,0000-0002-7051-5160
https://database.factgrid.de/entity/Q1380173,Caroline Jansky,Weibliches Geschlecht,0000-0002-7071-1022
https://database.factgrid.de/entity/Q397989,Giuseppe Abrami,Männliches Geschlecht,0000-0002-7084-4909
https://database.factgrid.de/entity/Q1345220,Denise Jurst-Görlach,Weibliches Geschlecht,0000-0002-7130-1121
https://database.factgrid.de/entity/Q398260,Thorsten Trippel,Männliches Geschlecht,0000-0002-7211-7393
https://database.factgrid.de/entity/Q398417,Constanze Baum,Weibliches Geschlecht,0000-0002-7214-9504
https://database.factgrid.de/entity/Q396778,Christoph Schlieder,Männliches Geschlecht,0000-0002-7226-8204
https://database.factgrid.de/entity/Q396407,Toni Bernhart,Weibliches Geschlecht,0000-0002-7255-2504
https://database.factgrid.de/entity/Q1380468,Rebecca Wilm,Weibliches Geschlecht,0000-0002-7273-7832
https://database.factgrid.de/entity/Q1380397,Kai Labusch,Männliches Geschlecht,0000-0002-7275-5483
https://database.factgrid.de/entity/Q398191,Georg Schelbert,Männliches Geschlecht,0000-0002-7314-8589
https://database.factgrid.de/entity/Q1380376,Viktor J. Illmer,Männliches Geschlecht,0000-0002-7334-781X
https://database.factgrid.de/entity/Q635968,Viktor Illmer,Männliches Geschlecht,0000-0002-7334-781X
https://database.factgrid.de/entity/Q989355,Sara Akhlaq,Weibliches Geschlecht,0000-0002-7356-7492
https://database.factgrid.de/entity/Q1380348,Elias Entrup,Männliches Geschlecht,0000-0002-7380-1189
https://database.factgrid.de/entity/Q396664,Sascha Grabsch,Männliches Geschlecht,0000-0002-7447-4589
https://database.factgrid.de/entity/Q397640,Helmut W. Klug,Männliches Geschlecht,0000-0002-7461-5820
https://database.factgrid.de/entity/Q396659,Richard Lein,Männliches Geschlecht,0000-0002-7502-0503
https://database.factgrid.de/entity/Q396757,Josefine Zinck,Weibliches Geschlecht,0000-0002-7511-098X
https://database.factgrid.de/entity/Q701552,Heike Fliegl,Weibliches Geschlecht,0000-0002-7541-115X
https://database.factgrid.de/entity/Q396584,Ngoc Duyen Tanja Tu,Weibliches Geschlecht,0000-0002-7586-0617
https://database.factgrid.de/entity/Q396789,Melanie E.-H. Seltmann,Weibliches Geschlecht,0000-0002-7588-4395
https://database.factgrid.de/entity/Q396798,Stephanie Werner,Weibliches Geschlecht,0000-0002-7588-4395
https://database.factgrid.de/entity/Q989520,Agnes Hilger,Weibliches Geschlecht,0000-0002-7636-341X
https://database.factgrid.de/entity/Q396667,Svenja Guhr,Weibliches Geschlecht,0000-0002-7686-3609
https://database.factgrid.de/entity/Q989466,Sabrina Strutz,Weibliches Geschlecht,0000-0002-7745-0558
https://database.factgrid.de/entity/Q1380180,Katharina Kinder-Kurlanda,Weibliches Geschlecht,0000-0002-7749-645X
https://database.factgrid.de/entity/Q396529,Øyvind Eide,Männliches Geschlecht,0000-0002-7766-6287
https://database.factgrid.de/entity/Q1380379,Anna Jouravel,Weibliches Geschlecht,0000-0002-7767-4973
https://database.factgrid.de/entity/Q1380149,Manfred Füllsack,Männliches Geschlecht,0000-0002-7772-4061
https://database.factgrid.de/entity/Q396617,Georg Rehm,Männliches Geschlecht,0000-0002-7800-1893
https://database.factgrid.de/entity/Q396786,Koraljka Kuzman-Šlogar,Weibliches Geschlecht,0000-0002-7810-0453
https://database.factgrid.de/entity/Q750600,Yannic Bracke,Männliches Geschlecht,0000-0002-7932-8230
https://database.factgrid.de/entity/Q396624,Mareike Schumacher,Weibliches Geschlecht,0000-0002-7952-4194
https://database.factgrid.de/entity/Q1380190,Sina Krottmaier,Weibliches Geschlecht,0000-0002-7966-7996
https://database.factgrid.de/entity/Q396623,Julia Nantke,Weibliches Geschlecht,0000-0002-8037-1009
https://database.factgrid.de/entity/Q398289,Thomas Burch,Männliches Geschlecht,0000-0002-8050-1475
https://database.factgrid.de/entity/Q398484,Adrien Barbaresi,Männliches Geschlecht,0000-0002-8079-8694
https://database.factgrid.de/entity/Q396620,Dominik Gerstorfer,Männliches Geschlecht,0000-0002-8095-2540
https://database.factgrid.de/entity/Q396756,Vivien Petras,Weibliches Geschlecht,0000-0002-8113-1509
https://database.factgrid.de/entity/Q397978,Mareike König,Weibliches Geschlecht,0000-0002-8189-8574
https://database.factgrid.de/entity/Q396671,Ulrike Wuttke,Weibliches Geschlecht,0000-0002-8217-4025
https://database.factgrid.de/entity/Q398175,David Lindemann,Männliches Geschlecht,0000-0002-8261-6882
https://database.factgrid.de/entity/Q396782,Sophie Schneider,Weibliches Geschlecht,0000-0002-8303-1798
https://database.factgrid.de/entity/Q396764,Stefanie Schneider,Weibliches Geschlecht,0000-0002-8303-1798
https://database.factgrid.de/entity/Q397590,Jürgen Hermes,Männliches Geschlecht,0000-0002-8367-8073
https://database.factgrid.de/entity/Q396768,Andreas Münzmay,Männliches Geschlecht,0000-0002-8373-4055
https://database.factgrid.de/entity/Q397955,Thomas Efer,Männliches Geschlecht,0000-0002-8376-3884
https://database.factgrid.de/entity/Q396519,Stephan Hoppe,Männliches Geschlecht,0000-0002-8444-624X
https://database.factgrid.de/entity/Q398044,Chris Biemann,Männliches Geschlecht,0000-0002-8449-9624
https://database.factgrid.de/entity/Q1380127,Andrea Beyer,Weibliches Geschlecht,0000-0002-8468-6411
https://database.factgrid.de/entity/Q1380197,Karsten Labahn,Männliches Geschlecht,0000-0002-8482-807X
https://database.factgrid.de/entity/Q499854,Oleksandra Bruns,Weibliches Geschlecht,0000-0002-8501-6700
https://database.factgrid.de/entity/Q1380195,Alexander König,Männliches Geschlecht,0000-0002-8540-2396
https://database.factgrid.de/entity/Q1380441,Hannah Schlimpen,Weibliches Geschlecht,0000-0002-8544-3374
https://database.factgrid.de/entity/Q396809,Helen Katsiadakis,Weibliches Geschlecht,0000-0002-8547-3143
https://database.factgrid.de/entity/Q398474,Tobias Kraft,Männliches Geschlecht,0000-0002-8564-1434
https://database.factgrid.de/entity/Q1380365,Sebastian Göttel,Männliches Geschlecht,0000-0002-8590-7730
https://database.factgrid.de/entity/Q395527,Caroline Müller,Weibliches Geschlecht,0000-0002-8591-7859
https://database.factgrid.de/entity/Q396802,Alexander Engel,Männliches Geschlecht,0000-0002-8592-3124
https://database.factgrid.de/entity/Q397510,Patrick Sahle,Männliches Geschlecht,0000-0002-8648-2033
https://database.factgrid.de/entity/Q1380229,Ines Peper,Weibliches Geschlecht,0000-0002-8676-3935
https://database.factgrid.de/entity/Q1380366,Angela Hammer,Weibliches Geschlecht,0000-0002-8711-3221
https://database.factgrid.de/entity/Q396513,Sabine Imeri,Weibliches Geschlecht,0000-0002-8844-4014
https://database.factgrid.de/entity/Q396636,Bernhard Standl,Männliches Geschlecht,0000-0002-8849-2980
https://database.factgrid.de/entity/Q989357,Lena Ehlers,Weibliches Geschlecht,0000-0002-8860-3740
https://database.factgrid.de/entity/Q397870,Torsten Schaßan,Männliches Geschlecht,0000-0002-8902-4775
https://database.factgrid.de/entity/Q1380395,Lydia Körber,Weibliches Geschlecht,0000-0002-8937-3799
https://database.factgrid.de/entity/Q419591,Michael Markert,Männliches Geschlecht,0000-0002-8943-4870
https://database.factgrid.de/entity/Q989358,Thomas Weitin,Männliches Geschlecht,0000-0002-9003-5746
https://database.factgrid.de/entity/Q1380132,Lucas Burkart,Männliches Geschlecht,0000-0002-9011-5113
https://database.factgrid.de/entity/Q1380380,Susanne Kabatnik,Weibliches Geschlecht,0000-0002-9022-9559
https://database.factgrid.de/entity/Q398068,Kay-Michael Würzner,Männliches Geschlecht,0000-0002-9039-4124
https://database.factgrid.de/entity/Q398641,Martin Sievers,Männliches Geschlecht,0000-0002-9079-8911
https://database.factgrid.de/entity/Q396635,Frank Leymann,Männliches Geschlecht,0000-0002-9123-259X
https://database.factgrid.de/entity/Q396807,Alíz Horváth,Weibliches Geschlecht,0000-0002-9131-5504
https://database.factgrid.de/entity/Q989359,Janos Borst,Männliches Geschlecht,0000-0002-9166-4069
https://database.factgrid.de/entity/Q397384,Alois Pichler,Männliches Geschlecht,0000-0002-9177-7645
https://database.factgrid.de/entity/Q396669,Walter Scholger,Männliches Geschlecht,0000-0002-9256-0958
https://database.factgrid.de/entity/Q1380291,Dominic Weber,Männliches Geschlecht,0000-0002-9265-3388
https://database.factgrid.de/entity/Q396799,Eva L. Wyss,Weibliches Geschlecht,0000-0002-9270-2522
https://database.factgrid.de/entity/Q396696,Lena Hinrichsen,Weibliches Geschlecht,0000-0002-9286-2390
https://database.factgrid.de/entity/Q397872,Martin de la Iglesia,Männliches Geschlecht,0000-0002-9319-4793
https://database.factgrid.de/entity/Q1380398,Frank Lange,Männliches Geschlecht,0000-0002-9346-6031
https://database.factgrid.de/entity/Q1380363,Johannes Griebel,Männliches Geschlecht,0000-0002-9373-6759
https://database.factgrid.de/entity/Q396436,Claes Neuefeind,Männliches Geschlecht,0000-0002-9377-9492
https://database.factgrid.de/entity/Q396690,Stefan Heßbrüggen-Walter,Männliches Geschlecht,0000-0002-9383-026X
https://database.factgrid.de/entity/Q396713,Jana Keck,Weibliches Geschlecht,0000-0002-9416-1256
https://database.factgrid.de/entity/Q1380462,Michela Vignoli,Weibliches Geschlecht,0000-0002-9495-5697
https://database.factgrid.de/entity/Q397518,Timo Homburg,Männliches Geschlecht,0000-0002-9499-5840
https://database.factgrid.de/entity/Q396684,Kerstin Jung,Weibliches Geschlecht,0000-0002-9548-8461
https://database.factgrid.de/entity/Q396603,Peter Andorfer,Männliches Geschlecht,0000-0002-9575-9372
https://database.factgrid.de/entity/Q989553,A. Nursen Durdaği,Weibliches Geschlecht,0000-0002-9596-3381
https://database.factgrid.de/entity/Q750603,Christoph Kudella,Männliches Geschlecht,0000-0002-9645-7122
https://database.factgrid.de/entity/Q1380285,Laura Untner,Weibliches Geschlecht,0000-0002-9649-0870
https://database.factgrid.de/entity/Q396622,Malte Meister,Männliches Geschlecht,0000-0002-9670-3573
https://database.factgrid.de/entity/Q396715,Sebastian Kindler,Männliches Geschlecht,0000-0002-9699-2360
https://database.factgrid.de/entity/Q396751,Christian Scheel,Männliches Geschlecht,0000-0002-9718-690X
https://database.factgrid.de/entity/Q398387,Ubbo Veentjer,Männliches Geschlecht,0000-0002-9726-3135
https://database.factgrid.de/entity/Q396693,Nicole High-Steskal,Weibliches Geschlecht,0000-0002-9823-5507
https://database.factgrid.de/entity/Q1380147,Marc Fuhrmans,Männliches Geschlecht,0000-0002-9826-018X
https://database.factgrid.de/entity/Q1380342,Rolf Drechsler,Männliches Geschlecht,0000-0002-9872-1740
https://database.factgrid.de/entity/Q1380303,Vivien Wolter,Weibliches Geschlecht,0000-0002-9982-9382
https://database.factgrid.de/entity/Q989360,Francis Harvey,Männliches Geschlecht,0000-0003-0027-8320
https://database.factgrid.de/entity/Q396631,Bernhard Fetz,Männliches Geschlecht,0000-0003-0032-3435
https://database.factgrid.de/entity/Q396643,Katrin Dennerlein,Weibliches Geschlecht,0000-0003-0059-9597
https://database.factgrid.de/entity/Q396675,Mark Hall,Männliches Geschlecht,0000-0003-0081-4277
https://database.factgrid.de/entity/Q989361,Johanna Konstanciak,Weibliches Geschlecht,0000-0003-0159-6144
https://database.factgrid.de/entity/Q1380264,Julian Schröter,Männliches Geschlecht,0000-0003-0168-2608
https://database.factgrid.de/entity/Q397478,Philip Schildkamp,Männliches Geschlecht,0000-0003-0209-2837
https://database.factgrid.de/entity/Q396668,Timo Steyer,Männliches Geschlecht,0000-0003-0218-2269
https://database.factgrid.de/entity/Q396652,Tim Feldmüller,Männliches Geschlecht,0000-0003-0350-3562
https://database.factgrid.de/entity/Q1380256,Markus Schiegg,Männliches Geschlecht,0000-0003-0357-3421
https://database.factgrid.de/entity/Q398115,Ingo Frank,Männliches Geschlecht,0000-0003-0372-3637
https://database.factgrid.de/entity/Q398281,Matthias Bauer,Männliches Geschlecht,0000-0003-0395-0629
https://database.factgrid.de/entity/Q398372,Klaus Thoden,Männliches Geschlecht,0000-0003-0434-3951
https://database.factgrid.de/entity/Q1380263,Oliver Schrader,Männliches Geschlecht,0000-0003-0481-395X
https://database.factgrid.de/entity/Q989362,Nadine Sutor,Weibliches Geschlecht,0000-0003-0577-4470
https://database.factgrid.de/entity/Q397484,Martina Bürgermeister,Weibliches Geschlecht,0000-0003-0594-1902
https://database.factgrid.de/entity/Q396744,Elias Kreuzmair,Männliches Geschlecht,0000-0003-0652-4748
https://database.factgrid.de/entity/Q396434,Jan Bigalke,Männliches Geschlecht,0000-0003-0721-9980
https://database.factgrid.de/entity/Q396723,Heinz-Günter Kuper,Männliches Geschlecht,0000-0003-0743-3346
https://database.factgrid.de/entity/Q396706,Marcus Baumgarten,Männliches Geschlecht,0000-0003-0801-9462
https://database.factgrid.de/entity/Q1380170,Dorothee Huff,Weibliches Geschlecht,0000-0003-0866-9967
https://database.factgrid.de/entity/Q396612,Matthias Arnold,Männliches Geschlecht,0000-0003-0876-6177
https://database.factgrid.de/entity/Q396475,Ralph Ewerth,Männliches Geschlecht,0000-0003-0918-6297
https://database.factgrid.de/entity/Q989363,Isabel Eiser,Weibliches Geschlecht,0000-0003-0923-3735
https://database.factgrid.de/entity/Q396785,Vanessa Hannesschläger,Weibliches Geschlecht,0000-0003-0938-0890
https://database.factgrid.de/entity/Q398051,Peter Uhrig,Männliches Geschlecht,0000-0003-0954-4322
https://database.factgrid.de/entity/Q989364,Desiree Mayer,Weibliches Geschlecht,0000-0003-0958-886X
https://database.factgrid.de/entity/Q396765,Brigitte Rath,Weibliches Geschlecht,0000-0003-0969-6297
https://database.factgrid.de/entity/Q398072,Daniel Burckhardt,Männliches Geschlecht,0000-0003-0982-3735
https://database.factgrid.de/entity/Q396685,Steffen Pielström,Männliches Geschlecht,0000-0003-1016-2911
https://database.factgrid.de/entity/Q397834,Andreas Kuczera,Männliches Geschlecht,0000-0003-1020-507X
https://database.factgrid.de/entity/Q1380334,Maria Chlastak,Weibliches Geschlecht,0000-0003-1046-3634
https://database.factgrid.de/entity/Q1380420,Lisa Poggel,Weibliches Geschlecht,0000-0003-1051-8148
https://database.factgrid.de/entity/Q398833,Robert Forkel,Männliches Geschlecht,0000-0003-1081-086X
https://database.factgrid.de/entity/Q396653,Alireza Zarei,Männliches Geschlecht,0000-0003-1110-4131
https://database.factgrid.de/entity/Q1380269,Julian Stalter,Männliches Geschlecht,0000-0003-1149-1688
https://database.factgrid.de/entity/Q398116,Greta Franzini,Weibliches Geschlecht,0000-0003-1159-5575
https://database.factgrid.de/entity/Q397418,Robert Nasarek,Männliches Geschlecht,0000-0003-1163-8504
https://database.factgrid.de/entity/Q397788,Peggy Große,Weibliches Geschlecht,0000-0003-1181-6219
https://database.factgrid.de/entity/Q396651,Jessie Pons,Weibliches Geschlecht,0000-0003-1211-2213
https://database.factgrid.de/entity/Q1380234,Frodo Podschwadek,Männliches Geschlecht,0000-0003-1248-4228
https://database.factgrid.de/entity/Q398388,Stefan E. Funk,Männliches Geschlecht,0000-0003-1259-2288
https://database.factgrid.de/entity/Q989365,Moritz Feichtinger,Männliches Geschlecht,0000-0003-1260-8884
https://database.factgrid.de/entity/Q1380446,Kateryna Schöning,Weibliches Geschlecht,0000-0003-1270-4294
https://database.factgrid.de/entity/Q989366,Lena-Luise Stahn,Weibliches Geschlecht,0000-0003-1298-5145
https://database.factgrid.de/entity/Q1380400,Jörg Lehmann,Männliches Geschlecht,0000-0003-1334-9693
https://database.factgrid.de/entity/Q396629,Manuel Burghardt,Männliches Geschlecht,0000-0003-1354-9089
https://database.factgrid.de/entity/Q989536,Christian Vater,Männliches Geschlecht,0000-0003-1367-8489
https://database.factgrid.de/entity/Q1380444,Christian Schröter geb. Vater,Männliches Geschlecht,0000-0003-1367-8489
https://database.factgrid.de/entity/Q396784,Martina Scholger,Weibliches Geschlecht,0000-0003-1438-3236
https://database.factgrid.de/entity/Q396604,Matthias Schlögl,Männliches Geschlecht,0000-0003-1451-0987
https://database.factgrid.de/entity/Q396790,Kevin Wunsch,Männliches Geschlecht,0000-0003-1491-747X
https://database.factgrid.de/entity/Q398243,Barbara Aehnlich,Weibliches Geschlecht,0000-0003-1492-7766
https://database.factgrid.de/entity/Q1380467,David M. Weigl,Männliches Geschlecht,0000-0003-1502-1528
https://database.factgrid.de/entity/Q534602,Angela Kailus,Weibliches Geschlecht,0000-0003-1514-2258
https://database.factgrid.de/entity/Q989377,Thomas Nikolaus Haider,Männliches Geschlecht,0000-0003-1522-4026
https://database.factgrid.de/entity/Q396443,Daniele Guido,Weibliches Geschlecht,0000-0003-1601-4274
https://database.factgrid.de/entity/Q1380228,Stephanie Palek,Weibliches Geschlecht,0000-0003-1624-896X
https://database.factgrid.de/entity/Q1380415,Stephanie Nitsche,Weibliches Geschlecht,0000-0003-1624-896X
https://database.factgrid.de/entity/Q396710,Melina Jander,Weibliches Geschlecht,0000-0003-1646-6836
https://database.factgrid.de/entity/Q396794,Lena Dunkelmann,Weibliches Geschlecht,0000-0003-1655-2910
https://database.factgrid.de/entity/Q398586,Dirk Goldhahn,Männliches Geschlecht,0000-0003-1681-567X
https://database.factgrid.de/entity/Q398101,Canan Hastik,Weibliches Geschlecht,0000-0003-1729-4642
https://database.factgrid.de/entity/Q989367,Nicolas Schenk,Männliches Geschlecht,0000-0003-1733-9601
https://database.factgrid.de/entity/Q946702,Melanie Gruß,Weibliches Geschlecht,0000-0003-1768-0092
https://database.factgrid.de/entity/Q396755,Sina Menzel,Weibliches Geschlecht,0000-0003-1798-2672
https://database.factgrid.de/entity/Q396400,Benjamin Krautter,Männliches Geschlecht,0000-0003-1804-7520
https://database.factgrid.de/entity/Q396733,Maximilian Wehner,Männliches Geschlecht,0000-0003-1817-6955
https://database.factgrid.de/entity/Q806072,Jakob Jünger,Männliches Geschlecht,0000-0003-1860-6695
https://database.factgrid.de/entity/Q396766,Klaus Rettinghaus,Männliches Geschlecht,0000-0003-1898-2543
https://database.factgrid.de/entity/Q397954,Thomas Kollatz,Männliches Geschlecht,0000-0003-1904-1841
https://database.factgrid.de/entity/Q398006,Jörg Wettlaufer,Männliches Geschlecht,0000-0003-1957-8059
https://database.factgrid.de/entity/Q1380143,Claudia Esch,Weibliches Geschlecht,0000-0003-1996-0581
https://database.factgrid.de/entity/Q395527,Caroline Müller,Weibliches Geschlecht,0000-0003-2009-6882
https://database.factgrid.de/entity/Q989470,Phillip Ströbel,Männliches Geschlecht,0000-0003-2063-5495
https://database.factgrid.de/entity/Q1380321,Baptiste Baumann,Männliches Geschlecht,0000-0003-2063-6199
https://database.factgrid.de/entity/Q1380338,Abdelmoneim Desouki,Männliches Geschlecht,0000-0003-2083-1277
https://database.factgrid.de/entity/Q396549,Jan Baedke,Männliches Geschlecht,0000-0003-2138-785X
https://database.factgrid.de/entity/Q1380298,Martin Wiegand,Männliches Geschlecht,0000-0003-2151-5823
https://database.factgrid.de/entity/Q398353,Iryna Gurevych,Weibliches Geschlecht,0000-0003-2187-7621
https://database.factgrid.de/entity/Q1380429,Imelda Rohrbacher,Weibliches Geschlecht,0000-0003-2198-4478
https://database.factgrid.de/entity/Q1380292,Matthias Weber,Männliches Geschlecht,0000-0003-2198-8989
https://database.factgrid.de/entity/Q396665,Jonas Müller-Laackman,Männliches Geschlecht,0000-0003-2279-6751
