author,authorLabel,pubCount
https://database.factgrid.de/entity/Q398109,Mark Fichtner,4
https://database.factgrid.de/entity/Q398115,Ingo Frank,4
https://database.factgrid.de/entity/Q397746,Heike Zinsmeister,4
https://database.factgrid.de/entity/Q397626,Enes Türkoğlu,4
https://database.factgrid.de/entity/Q397664,Tanja Wissik,4
https://database.factgrid.de/entity/Q397690,Peter Bell,4
https://database.factgrid.de/entity/Q397957,Thomas Proisl,4
https://database.factgrid.de/entity/Q396519,Stephan Hoppe,4
https://database.factgrid.de/entity/Q398194,Mieke Pfarr-Harfst,4
https://database.factgrid.de/entity/Q398260,Thorsten Trippel,4
https://database.factgrid.de/entity/Q398419,Ben Kaden,4
https://database.factgrid.de/entity/Q398434,Stefan Buddenbohm,4
https://database.factgrid.de/entity/Q397955,Thomas Efer,4
https://database.factgrid.de/entity/Q397958,Georg Hohmann,4
https://database.factgrid.de/entity/Q397966,Peter Mühleder,4
https://database.factgrid.de/entity/Q398176,Fritz Kliche,4
https://database.factgrid.de/entity/Q398502,Cathleen Kantner,4
https://database.factgrid.de/entity/Q398641,Martin Sievers,4
https://database.factgrid.de/entity/Q398591,Alexander Geyken,4
https://database.factgrid.de/entity/Q398370,Swati Chandna,4
https://database.factgrid.de/entity/Q398486,Celia Krause,4
https://database.factgrid.de/entity/Q398487,Philipp Vanscheidt,4
https://database.factgrid.de/entity/Q397989,Giuseppe Abrami,4
https://database.factgrid.de/entity/Q397999,Caroline Sporleder,4
https://database.factgrid.de/entity/Q398320,Henning Lobin,4
https://database.factgrid.de/entity/Q398327,Sven Hohenstein,4
https://database.factgrid.de/entity/Q398387,Ubbo Veentjer,4
https://database.factgrid.de/entity/Q398389,Steffen Koch,4
https://database.factgrid.de/entity/Q398289,Thomas Burch,4
https://database.factgrid.de/entity/Q147710,Christian Popp,4
https://database.factgrid.de/entity/Q398586,Dirk Goldhahn,4
https://database.factgrid.de/entity/Q536543,Till Grallert,4
https://database.factgrid.de/entity/Q989525,Andreas Christ,4
https://database.factgrid.de/entity/Q989464,Selina Galka,4
https://database.factgrid.de/entity/Q424911,Haimo Stiemer,4
https://database.factgrid.de/entity/Q989537,Christian Lück,4
https://database.factgrid.de/entity/Q398251,Jochen Strobel,4
https://database.factgrid.de/entity/Q989447,Sabine Lang,4
https://database.factgrid.de/entity/Q989381,Daniel Kababgi,4
https://database.factgrid.de/entity/Q397790,Nina Rastinger,4
https://database.factgrid.de/entity/Q499243,Yannik Herbst,4
https://database.factgrid.de/entity/Q1380173,Caroline Jansky,4
https://database.factgrid.de/entity/Q1059777,Franziska Naether,4
https://database.factgrid.de/entity/Q499288,Harald Sack,4
https://database.factgrid.de/entity/Q396600,Michael Achmann,3
https://database.factgrid.de/entity/Q396602,Melanie Althage,3
https://database.factgrid.de/entity/Q396609,Eckhart Arnold,3
https://database.factgrid.de/entity/Q396612,Matthias Arnold,3
https://database.factgrid.de/entity/Q396627,Viktoria Brüggemann,3
https://database.factgrid.de/entity/Q397382,Matthias Lindinger,3
https://database.factgrid.de/entity/Q397386,Katrin Neumann,3
https://database.factgrid.de/entity/Q396733,Maximilian Wehner,3
https://database.factgrid.de/entity/Q397416,Michael Dahnke,3
https://database.factgrid.de/entity/Q397430,Heike Messemer,3
https://database.factgrid.de/entity/Q396561,David Schmidt,3
https://database.factgrid.de/entity/Q397434,Sebastian Gassner,3
https://database.factgrid.de/entity/Q397438,Sandra Murr,3
https://database.factgrid.de/entity/Q397442,Nikolaus Weichselbaumer,3
https://database.factgrid.de/entity/Q397452,Angelika Hechtl,3
https://database.factgrid.de/entity/Q398168,Jan G. Wieners,3
https://database.factgrid.de/entity/Q397868,Heike Neuroth,3
https://database.factgrid.de/entity/Q397494,Christoph Wick,3
https://database.factgrid.de/entity/Q397876,Uwe Springmann,3
https://database.factgrid.de/entity/Q397902,Elena Frick,3
https://database.factgrid.de/entity/Q397906,Sebastian Zimmer,3
https://database.factgrid.de/entity/Q397750,Christoforaki Maria,3
https://database.factgrid.de/entity/Q396522,Aaron Pattee,3
https://database.factgrid.de/entity/Q397930,Hubert Mara,3
https://database.factgrid.de/entity/Q397931,Bartosz Bogacz,3
https://database.factgrid.de/entity/Q396439,Estelle Bunout,3
https://database.factgrid.de/entity/Q396649,Lars Wieneke,3
https://database.factgrid.de/entity/Q989470,Phillip Ströbel,3
https://database.factgrid.de/entity/Q396660,Christiane Fritze,3
https://database.factgrid.de/entity/Q396662,Anastasia Glawion,3
https://database.factgrid.de/entity/Q396461,Michael Göggelmann,3
https://database.factgrid.de/entity/Q396676,Michael Krewet,3
https://database.factgrid.de/entity/Q396678,Germaine Götzelmann,3
https://database.factgrid.de/entity/Q396693,Nicole High-Steskal,3
https://database.factgrid.de/entity/Q396528,Francisco Mondaca,3
https://database.factgrid.de/entity/Q396750,Bryan Jurish,3
https://database.factgrid.de/entity/Q396756,Vivien Petras,3
https://database.factgrid.de/entity/Q396770,Daniel Röwenstrunk,3
https://database.factgrid.de/entity/Q397520,Florian Thiery,3
https://database.factgrid.de/entity/Q397522,Benedikt Adelmann,3
https://database.factgrid.de/entity/Q397524,Irmlind Capelle,3
https://database.factgrid.de/entity/Q396556,Zoe Schubert,3
https://database.factgrid.de/entity/Q396774,Lozana Rossenova,3
https://database.factgrid.de/entity/Q396776,Sanja Saric,3
https://database.factgrid.de/entity/Q396577,Uwe Sikora,3
https://database.factgrid.de/entity/Q396586,Hanna Varachkina,3
https://database.factgrid.de/entity/Q396476,Adelheid Heftberger,3
https://database.factgrid.de/entity/Q398014,Johannes Pause,3
https://database.factgrid.de/entity/Q397756,Gerlinde Schneider,3
https://database.factgrid.de/entity/Q398085,Christian Chiarcos,3
https://database.factgrid.de/entity/Q396474,Josephine Diecke,3
https://database.factgrid.de/entity/Q396713,Jana Keck,3
https://database.factgrid.de/entity/Q396492,Nadine Towara,3
https://database.factgrid.de/entity/Q747404,Franziska Klemstein,3
https://database.factgrid.de/entity/Q396496,Francesco Beretta,3
https://database.factgrid.de/entity/Q396722,Felix Lange,3
https://database.factgrid.de/entity/Q396507,Axelle Lecroq,3
https://database.factgrid.de/entity/Q398101,Canan Hastik,3
https://database.factgrid.de/entity/Q398004,Peter Dängeli,3
https://database.factgrid.de/entity/Q398107,Thomas Ernst,3
https://database.factgrid.de/entity/Q396520,Ferdinand Maiwald,3
https://database.factgrid.de/entity/Q398118,Kristina Friedrichs,3
https://database.factgrid.de/entity/Q398021,Gerrit Brüning,3
https://database.factgrid.de/entity/Q397953,Maximilian Brodhun,3
https://database.factgrid.de/entity/Q398138,Johannes Hellrich,3
https://database.factgrid.de/entity/Q397991,Daniel Schlör,3
https://database.factgrid.de/entity/Q398451,Stefan Schweter,3
https://database.factgrid.de/entity/Q397632,Nora Probst,3
https://database.factgrid.de/entity/Q397634,Matthias Reinert,3
https://database.factgrid.de/entity/Q397674,Silke Schwandt,3
https://database.factgrid.de/entity/Q398148,Erik Ketzan,3
https://database.factgrid.de/entity/Q398039,Stefan Evert,3
https://database.factgrid.de/entity/Q398393,Patrick Pfeil,3
https://database.factgrid.de/entity/Q398395,Claudia Engelhardt,3
https://database.factgrid.de/entity/Q396595,Vera Hildenbrandt,3
https://database.factgrid.de/entity/Q398188,Lukas Rosenthaler,3
https://database.factgrid.de/entity/Q398405,Daniel A. Keim,3
https://database.factgrid.de/entity/Q398417,Constanze Baum,3
https://database.factgrid.de/entity/Q398427,Luise Borek,3
https://database.factgrid.de/entity/Q397937,Martin Prell,3
https://database.factgrid.de/entity/Q397973,Oliver Pohl,3
https://database.factgrid.de/entity/Q398159,Manfred Stede,3
https://database.factgrid.de/entity/Q398390,Maximilian Overbeck,3
https://database.factgrid.de/entity/Q398644,Ulrich Heid,3
https://database.factgrid.de/entity/Q398651,Waltraud von Pippich,3
https://database.factgrid.de/entity/Q398455,Peter Gietz,3
https://database.factgrid.de/entity/Q398665,Michael Gertz,3
https://database.factgrid.de/entity/Q397990,Christian Wachter,3
https://database.factgrid.de/entity/Q398002,Stefan Ziehe,3
https://database.factgrid.de/entity/Q398317,Anne Klammt,3
https://database.factgrid.de/entity/Q398205,Roxana Kath,3
https://database.factgrid.de/entity/Q398207,Michaela Rücker,3
https://database.factgrid.de/entity/Q398208,Eva Wöckener-Gade,3
https://database.factgrid.de/entity/Q397772,Nils Geißler,3
https://database.factgrid.de/entity/Q398255,Katharina Morik,3
https://database.factgrid.de/entity/Q397792,Barbara Heinisch,3
https://database.factgrid.de/entity/Q398362,Bianca Meise,3
https://database.factgrid.de/entity/Q398365,Stefan Pernes,3
https://database.factgrid.de/entity/Q398162,Albin Zehe,3
https://database.factgrid.de/entity/Q398388,Stefan E. Funk,3
https://database.factgrid.de/entity/Q398295,Ksenia Stanicka-Brzezicka,3
https://database.factgrid.de/entity/Q398153,Jan-Erik Stange,3
https://database.factgrid.de/entity/Q398178,Jens-Martin Loebel,3
https://database.factgrid.de/entity/Q398182,Christian Wagner,3
https://database.factgrid.de/entity/Q398184,Maik Fiedler,3
https://database.factgrid.de/entity/Q398192,Martin Raspe,3
https://database.factgrid.de/entity/Q398247,Jürgen Knauth,3
https://database.factgrid.de/entity/Q398217,Daniel Schopper,3
https://database.factgrid.de/entity/Q398500,Thomas Ertl,3
https://database.factgrid.de/entity/Q398583,Markus John,3
https://database.factgrid.de/entity/Q398594,Tara Lee Andrews,3
